시도,시군구,기준년도,2020,2021,2022,2023,2024,2020,,,,,,,,,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,
시도,시군구,기준년도,합계,합계,합계,합계,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
서울,양천구,사고[건],198,207,189,207,222,7,7,13,10,18,28,26,25,25,19,11,9,3,0,3,23,20,13,25,43,27,28,12,10,6,4,11,12,19,23,29,22,21,23,11,8,3,6,9,12,23,29,22,29,29,21,13,11,7,3,9,28,19,39,23,26,30,17,17,4
서울,양천구,사망[명],4,11,5,2,5,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,2,0,1,1,3,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0
서울,양천구,부상[명],205,211,193,222,237,7,7,14,10,19,32,27,25,26,18,11,9,2,0,2,23,22,14,27,42,26,30,13,10,6,4,10,11,19,23,29,23,21,25,14,8,3,6,8,13,23,37,25,31,31,20,14,11,7,3,9,30,19,44,20,36,31,17,17,4
서울,양천구,(중상자[명]),78,70,66,66,70,2,3,6,7,5,15,9,9,8,6,4,4,1,0,0,7,6,2,9,20,11,6,5,3,1,1,5,5,7,8,13,9,6,4,6,1,0,1,4,5,5,7,6,10,12,6,7,3,0,2,5,10,5,7,7,17,9,3,5,0
서울,중랑구,사고[건],242,191,276,290,273,8,4,10,15,23,39,19,35,27,31,16,15,3,0,9,12,13,37,26,29,26,18,9,9,9,2,8,6,25,36,41,41,42,41,19,6,7,8,12,15,36,36,43,39,42,27,20,5,5,5,10,14,28,49,32,29,38,27,19,17
서울,중랑구,사망[명],3,2,4,3,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0
서울,중랑구,부상[명],260,198,295,303,305,9,4,16,15,24,42,19,36,27,35,16,17,3,0,9,13,13,40,25,29,28,20,9,9,9,2,8,7,27,36,46,47,45,44,18,6,7,8,12,16,40,36,46,39,43,29,21,6,5,6,9,14,33,54,35,37,44,30,21,17
서울,중랑구,(중상자[명]),87,60,109,117,81,2,1,4,6,9,15,7,10,12,11,3,7,0,0,5,3,5,16,9,8,5,7,1,1,2,1,6,4,10,14,19,16,16,14,5,2,1,4,4,6,15,15,19,18,18,9,6,2,1,2,4,2,10,19,6,8,12,7,5,5
서울,노원구,사고[건],244,236,233,237,268,5,2,15,15,21,28,40,31,40,25,14,8,5,2,9,16,22,34,28,29,34,28,15,14,9,4,8,23,28,38,37,29,18,13,15,11,11,10,14,12,18,32,32,33,29,21,20,5,8,6,9,21,36,46,36,35,31,16,15,9
서울,노원구,사망[명],3,2,0,7,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
서울,노원구,부상[명],258,243,257,248,284,5,2,14,16,25,29,45,32,41,27,13,9,5,2,9,18,22,36,28,31,36,28,14,14,9,4,8,24,30,45,44,32,19,14,17,11,11,10,11,12,19,34,33,39,30,21,22,6,9,8,9,22,35,47,37,41,32,15,16,13
서울,노원구,(중상자[명]),81,78,66,64,77,1,0,9,4,10,6,13,10,15,9,3,1,1,0,1,8,11,11,8,6,15,9,7,1,0,1,3,9,6,3,14,10,4,7,4,5,3,2,6,0,5,8,10,8,7,6,9,0,0,1,4,9,13,12,10,11,10,2,2,3
서울,광진구,사고[건],102,104,97,77,113,7,1,4,7,12,15,6,14,9,17,7,3,2,3,3,5,8,15,12,20,20,8,4,4,2,2,7,4,7,16,7,11,11,13,12,5,2,6,4,6,6,12,4,7,11,9,6,4,3,2,3,4,9,17,19,21,14,7,6,8
서울,광진구,사망[명],2,0,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
서울,광진구,부상[명],106,113,101,81,119,9,1,3,7,12,16,6,14,10,18,7,3,2,3,4,5,9,15,13,21,22,9,4,6,2,2,8,4,7,17,7,12,12,12,13,5,2,7,4,6,5,13,4,7,13,9,6,5,3,2,3,4,9,18,22,22,14,7,6,9
서울,광진구,(중상자[명]),27,33,31,18,38,0,0,1,3,4,2,2,4,3,6,2,0,0,1,2,1,3,5,7,2,8,3,1,0,0,0,1,2,2,3,1,4,6,4,5,3,0,2,0,3,1,2,2,1,3,2,1,1,1,0,2,1,4,5,4,9,5,3,0,4
서울,강북구,사고[건],161,179,210,192,208,3,5,3,3,10,20,23,29,30,19,10,6,6,3,5,9,16,16,27,26,29,21,16,5,4,4,6,11,27,30,27,33,25,17,9,17,5,6,8,12,18,24,29,31,29,16,9,5,7,1,11,13,13,40,25,32,34,10,14,8
서울,강북구,사망[명],0,2,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
서울,강북구,부상[명],171,186,209,202,220,3,5,3,3,12,21,24,31,34,19,10,6,9,3,5,9,16,18,27,27,29,22,16,5,4,4,4,11,26,29,28,33,25,17,9,19,5,7,9,12,20,25,29,33,31,17,9,5,7,1,11,12,13,43,26,34,40,10,15,8
서울,강북구,(중상자[명]),46,65,74,51,77,0,0,2,1,5,5,5,11,4,6,4,3,2,0,1,2,6,8,12,10,12,4,6,2,1,0,1,6,12,15,9,10,7,5,3,5,1,1,5,3,6,8,9,9,5,3,0,1,0,0,5,2,5,16,10,15,11,5,5,3
서울,금천구,사고[건],130,123,148,170,143,2,1,10,3,10,24,21,24,14,6,7,8,0,1,2,14,12,20,10,17,12,20,12,3,9,5,8,9,16,15,19,9,20,20,13,5,2,1,6,8,21,28,19,30,21,21,8,5,1,5,7,5,16,19,17,22,18,21,9,3
서울,금천구,사망[명],4,6,4,4,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
서울,금천구,부상[명],133,124,153,184,149,2,0,9,3,11,25,21,26,14,7,7,8,0,1,2,15,13,21,9,17,13,18,12,3,10,5,8,10,17,15,20,8,20,21,14,5,1,1,6,7,25,28,20,33,24,23,9,7,1,5,8,5,16,21,18,21,22,20,9,3
서울,금천구,(중상자[명]),47,29,52,68,40,2,0,5,1,1,10,8,6,6,1,4,3,0,1,0,3,2,6,1,5,2,5,3,1,2,1,3,4,5,7,6,4,8,5,5,2,1,0,3,0,7,15,6,12,10,7,5,2,0,1,2,1,5,5,5,4,6,8,3,0
부산,합계,사고[건],2142,2025,2176,2259,2482,49,47,73,143,238,289,277,331,281,228,122,64,21,22,67,125,231,309,275,285,261,214,135,80,47,32,76,140,257,333,310,312,262,212,117,78,55,31,91,141,274,304,309,302,324,254,112,62,40,40,87,168,285,357,316,341,345,289,141,73
부산,합계,사망[명],48,42,55,50,58,0,1,5,8,6,3,4,5,2,4,6,4,1,0,3,3,5,5,5,4,5,5,3,3,1,0,4,5,6,8,7,9,8,2,2,3,2,0,9,4,3,5,7,5,4,7,4,0,0,2,3,6,5,8,4,7,11,5,3,4
부산,합계,부상[명],2256,2145,2298,2416,2660,50,47,73,153,252,302,305,352,308,229,123,62,22,23,67,128,249,335,291,304,281,226,138,81,48,37,80,143,268,359,330,340,277,216,121,79,57,34,88,143,289,332,333,333,353,273,116,65,42,42,90,180,300,384,355,370,365,308,148,76
부산,합계,(중상자[명]),912,849,907,916,992,12,14,34,64,108,124,129,118,127,109,49,24,6,7,25,64,92,149,121,120,102,93,50,20,7,10,38,59,107,150,134,143,107,87,39,26,14,14,42,68,122,139,113,130,131,91,34,18,12,15,41,82,107,146,123,125,143,125,55,18
부산,중구,사고[건],69,53,89,81,96,1,4,1,0,6,11,8,15,7,5,5,6,0,0,2,5,8,7,9,9,4,4,2,3,2,2,1,2,7,20,15,15,10,5,5,5,1,2,3,2,9,9,17,10,10,11,5,2,0,0,5,5,10,14,11,18,13,6,9,5
부산,중구,사망[명],0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
부산,중구,부상[명],73,53,100,87,100,1,4,1,0,6,11,9,15,9,6,5,6,0,0,2,6,7,8,9,9,4,4,1,3,2,2,4,2,9,23,14,17,11,5,6,5,1,2,3,2,10,9,19,11,11,12,5,2,0,0,5,9,10,13,11,18,14,6,9,5
부산,중구,(중상자[명]),36,23,27,27,36,0,3,0,0,2,6,5,4,7,3,3,3,0,0,2,2,3,3,6,4,2,0,0,1,0,0,0,1,0,6,7,7,3,1,0,2,0,1,1,0,5,1,3,6,4,3,2,1,0,0,5,2,2,5,3,10,3,4,2,0
부산,서구,사고[건],122,121,117,105,119,1,3,3,9,20,15,19,13,17,14,4,4,1,1,7,13,23,16,9,15,12,11,9,4,1,1,9,11,9,20,20,18,16,4,2,6,2,1,3,3,19,19,13,15,12,12,4,2,3,2,5,8,14,16,14,26,14,9,5,3
부산,서구,사망[명],3,2,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부산,서구,부상[명],126,125,123,116,137,1,2,3,8,22,17,20,13,19,14,4,3,1,1,7,14,21,18,10,15,13,12,9,4,1,1,9,10,10,23,20,18,18,4,2,7,2,1,2,3,20,25,16,17,12,12,4,2,3,2,7,10,14,19,22,26,16,10,5,3
부산,서구,(중상자[명]),49,56,43,39,53,0,0,1,3,12,7,8,2,7,6,1,2,0,0,1,5,10,10,6,8,4,8,3,1,0,0,5,4,3,10,7,7,4,1,1,1,2,1,1,2,7,8,5,4,4,3,1,1,1,1,2,7,4,7,6,13,6,2,3,1
부산,동구,사고[건],112,106,133,111,124,1,2,4,5,13,19,17,20,12,8,4,7,1,0,2,6,13,20,13,15,15,9,8,4,3,2,2,6,25,21,18,25,11,10,7,3,3,4,3,5,10,12,11,24,15,12,7,5,1,4,1,2,17,22,23,14,15,13,8,4
부산,동구,사망[명],2,3,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
부산,동구,부상[명],123,105,144,138,134,1,2,4,8,13,19,19,22,16,9,4,6,1,0,2,5,13,21,13,15,15,8,9,3,3,2,2,5,26,27,20,26,13,10,8,2,3,5,2,5,11,13,12,36,20,17,9,5,1,4,1,3,19,25,26,14,14,16,8,3
부산,동구,(중상자[명]),47,36,56,57,33,0,1,2,3,3,6,8,9,7,3,1,4,0,0,1,3,3,10,5,6,5,3,0,0,0,0,0,2,12,14,8,9,3,5,1,2,1,4,1,1,6,9,2,16,6,4,6,1,0,2,1,0,2,7,7,4,3,4,3,0
부산,영도구,사고[건],79,92,81,71,87,0,0,3,6,6,19,12,13,10,6,2,2,0,3,1,2,7,19,14,10,14,8,11,3,0,1,0,4,15,16,16,4,12,8,3,2,2,0,1,5,12,6,21,5,10,7,2,0,2,0,2,8,11,13,10,14,10,14,1,2
부산,영도구,사망[명],1,1,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
부산,영도구,부상[명],84,102,85,69,90,0,0,3,6,7,22,13,13,10,6,2,2,0,3,1,3,10,19,14,11,17,9,12,3,0,1,0,5,14,18,18,4,12,8,3,2,2,0,1,5,12,7,18,5,10,7,2,0,2,0,1,8,11,17,10,15,9,14,1,2
부산,영도구,(중상자[명]),48,41,43,35,42,0,0,3,5,4,7,9,9,5,4,1,1,0,0,1,3,0,7,8,7,7,3,4,1,0,0,0,2,11,8,10,0,6,4,2,0,1,0,1,3,4,4,10,1,6,3,2,0,2,0,0,5,5,7,3,7,5,6,1,1
부산,진구,사고[건],273,266,279,286,296,11,6,14,21,29,26,32,43,36,34,14,7,7,6,12,19,18,52,34,36,20,27,13,22,11,5,11,20,35,37,36,38,25,36,13,12,10,7,13,13,28,40,39,31,39,42,12,12,9,9,11,24,36,45,31,41,43,26,11,10
부산,진구,사망[명],4,5,2,2,6,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0
부산,진구,부상[명],291,285,302,305,314,12,6,13,23,32,29,33,43,45,34,14,7,6,6,14,19,19,56,34,44,20,29,14,24,12,6,13,20,36,41,38,43,28,38,14,13,10,7,13,13,28,45,49,32,41,43,12,12,11,12,11,25,39,46,33,41,43,29,14,10
부산,진구,(중상자[명]),132,115,126,122,109,5,4,3,9,19,12,16,22,15,16,8,3,1,1,6,7,7,25,13,20,8,14,4,9,1,4,3,8,12,18,21,18,17,16,4,4,3,0,4,7,15,18,22,12,15,17,7,2,1,1,5,13,15,14,11,14,12,13,4,6
부산,동래구,사고[건],189,143,172,190,174,1,6,4,15,15,16,22,35,33,23,14,5,0,2,0,6,20,22,19,23,21,17,12,1,6,4,2,6,19,29,27,27,21,14,12,5,4,1,5,5,31,27,33,23,30,17,8,6,1,3,9,10,16,28,25,23,18,23,14,4
부산,동래구,사망[명],1,1,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
부산,동래구,부상[명],198,151,178,195,186,1,6,4,17,15,16,25,34,35,25,15,5,0,3,0,6,21,23,19,25,22,19,12,1,5,5,2,7,21,30,27,29,21,14,12,5,4,1,4,6,31,27,32,24,31,21,8,6,1,2,9,10,17,30,29,27,20,24,13,4
부산,동래구,(중상자[명]),65,58,74,70,58,0,1,2,5,5,8,6,10,14,7,6,1,0,2,0,4,5,11,9,6,7,10,4,0,2,0,1,4,11,13,9,13,9,8,3,1,0,1,1,2,9,10,14,9,12,9,2,1,0,0,4,4,8,8,6,10,8,7,2,1
부산,남구,사고[건],125,112,165,172,172,4,2,5,15,10,20,16,19,15,11,5,3,0,0,1,6,14,18,20,17,14,9,11,2,1,0,7,11,21,21,23,30,22,12,12,5,2,3,10,10,18,21,27,22,22,22,10,5,5,3,8,12,15,29,18,27,15,20,14,6
부산,남구,사망[명],4,2,5,4,4,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
부산,남구,부상[명],132,117,167,173,176,4,3,4,17,13,21,18,20,16,9,4,3,0,0,1,6,17,18,19,17,17,9,11,2,1,0,6,10,20,21,23,32,24,13,13,4,2,3,8,10,18,21,27,26,21,22,10,5,5,3,8,12,16,28,18,27,15,21,17,6
부산,남구,(중상자[명]),61,51,80,62,69,1,0,3,8,6,12,7,9,10,3,1,1,0,0,0,4,7,6,11,5,9,3,5,1,0,0,6,9,7,8,16,15,9,4,5,1,0,1,4,4,6,9,10,8,6,8,3,3,1,1,2,7,7,12,12,8,5,6,7,1
부산,북구,사고[건],127,80,88,106,130,4,4,5,9,10,13,14,19,14,18,13,4,0,0,6,2,7,14,18,11,8,6,6,2,3,5,3,8,10,13,6,13,10,10,2,5,0,1,2,8,14,10,17,20,14,9,7,4,2,1,4,9,17,19,10,19,23,17,7,2
부산,북구,사망[명],6,1,3,5,7,0,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1
부산,북구,부상[명],133,81,87,114,134,4,4,6,9,10,13,15,21,13,19,14,5,0,0,6,2,7,13,19,11,9,6,6,2,3,5,3,8,9,13,7,13,9,10,2,5,0,2,2,7,16,10,19,20,16,10,7,5,2,1,4,8,18,23,10,21,23,17,6,1
부산,북구,(중상자[명]),47,36,36,42,47,0,1,0,3,5,2,7,8,6,9,5,1,0,0,4,2,3,6,7,5,3,3,3,0,0,2,2,4,4,6,3,6,2,6,1,0,0,0,1,4,6,4,6,10,6,2,2,1,2,0,3,4,4,6,6,8,6,6,2,0
부산,해운대구,사고[건],134,135,146,164,141,3,2,3,7,13,17,23,12,20,19,9,6,1,2,6,9,14,11,22,20,15,14,14,7,1,2,3,8,18,24,22,21,19,16,6,6,5,2,8,14,17,21,25,21,28,14,5,4,1,3,8,9,13,22,22,14,17,16,10,6
부산,해운대구,사망[명],1,2,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
부산,해운대구,부상[명],141,144,163,176,152,3,2,4,7,14,18,25,13,21,19,9,6,2,2,5,9,15,12,22,21,18,15,15,8,1,2,2,9,17,24,28,29,22,16,6,7,5,3,8,15,20,26,25,20,29,15,5,5,1,3,8,9,13,27,24,14,18,19,10,6
부산,해운대구,(중상자[명]),68,49,67,69,69,1,2,1,3,9,9,11,4,11,11,5,1,0,0,1,5,6,6,7,6,8,6,4,0,1,0,1,3,9,13,8,13,8,6,2,3,0,2,4,11,8,9,6,12,12,4,0,1,0,3,4,6,5,15,5,10,9,9,3,0
부산,사하구,사고[건],169,141,174,145,210,4,3,10,16,24,20,13,28,16,18,13,4,3,1,4,7,18,22,16,26,16,14,11,3,3,3,8,16,25,19,22,21,25,17,10,5,4,2,10,8,25,17,13,19,22,15,8,2,2,4,8,17,29,27,21,23,27,29,19,4
부산,사하구,사망[명],1,5,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0
부산,사하구,부상[명],182,153,182,151,217,4,3,11,18,25,20,15,32,17,18,15,4,4,1,4,7,23,23,17,29,16,16,11,2,3,4,8,16,25,22,23,23,24,18,10,6,5,2,11,8,26,17,15,20,22,15,8,2,2,3,8,17,30,28,21,24,28,31,20,5
부산,사하구,(중상자[명]),68,73,86,63,84,3,1,6,8,10,4,5,7,7,10,5,2,2,1,2,4,11,15,9,10,5,7,7,0,1,2,5,6,12,6,10,15,13,8,4,4,1,0,5,3,16,10,4,3,10,7,3,1,1,1,3,4,11,12,9,7,13,13,8,2
부산,금정구,사고[건],167,184,175,167,211,3,2,4,9,16,30,24,34,23,14,5,3,1,2,2,10,19,22,25,26,36,27,9,5,6,2,5,10,19,25,33,19,26,21,8,1,1,1,4,5,14,24,22,32,26,24,8,6,3,2,5,14,24,36,22,24,34,39,5,3
부산,금정구,사망[명],3,2,8,3,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0
부산,금정구,부상[명],182,201,179,177,230,3,2,5,8,17,33,30,38,23,14,5,4,1,2,2,10,21,25,32,28,40,27,8,5,7,2,5,11,20,24,35,20,24,21,9,1,1,1,4,4,15,25,25,35,28,25,7,7,3,2,6,14,24,35,22,32,38,42,7,5
부산,금정구,(중상자[명]),70,71,56,70,85,1,0,2,3,6,15,13,12,9,7,1,1,0,1,0,5,10,9,10,9,12,10,4,1,0,0,2,1,8,7,10,6,12,7,3,0,0,1,3,1,5,13,8,15,14,5,2,3,2,0,3,6,8,16,6,4,20,17,3,0
부산,강서구,사고[건],90,119,116,131,115,0,0,1,8,14,18,13,13,9,6,7,1,0,2,4,11,15,15,14,12,24,16,4,2,2,1,5,10,16,16,18,14,14,10,5,5,1,1,6,23,15,14,15,13,22,11,9,1,1,2,4,14,12,17,17,14,20,5,8,1
부산,강서구,사망[명],4,5,5,5,4,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
부산,강서구,부상[명],95,132,127,147,134,0,0,1,10,14,19,15,13,9,6,7,1,0,2,4,12,18,17,18,13,27,14,4,3,2,2,6,11,20,15,22,15,16,9,5,4,1,1,6,22,16,14,18,16,31,11,10,1,1,2,6,18,11,20,24,16,23,5,7,1
부산,강서구,(중상자[명]),36,54,53,47,44,0,0,0,4,6,10,5,3,2,3,3,0,0,1,2,7,7,11,8,5,7,3,2,1,0,2,2,5,8,10,7,7,6,5,0,1,0,0,4,8,6,4,4,6,8,5,1,1,1,2,2,5,5,10,6,0,8,1,3,1
부산,연제구,사고[건],139,133,123,145,154,4,5,7,5,23,23,14,12,17,16,8,5,3,1,3,7,13,21,17,15,15,19,12,7,3,1,7,7,12,20,11,14,11,16,11,10,5,3,9,12,15,22,11,16,21,17,11,3,5,2,2,7,16,17,20,22,25,22,7,9
부산,연제구,사망[명],5,1,3,2,2,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
부산,연제구,부상[명],139,150,133,154,163,4,5,7,3,23,23,14,12,20,16,8,4,3,1,3,7,15,26,17,16,17,25,13,7,3,1,8,9,12,23,12,15,14,16,10,10,5,3,10,12,15,22,10,17,24,19,14,3,5,2,2,9,17,20,21,23,25,22,7,10
부산,연제구,(중상자[명]),54,59,46,55,63,1,0,4,1,7,11,6,5,9,6,3,1,2,0,2,5,3,17,4,8,6,7,4,1,1,0,4,2,3,11,4,3,5,5,3,5,1,1,2,3,8,13,4,5,7,8,3,0,1,1,2,3,6,8,11,5,9,9,5,3
부산,수영구,사고[건],96,113,126,146,181,5,4,4,3,6,10,17,11,17,11,6,2,2,1,2,6,11,15,16,22,17,11,6,4,1,2,5,7,9,18,19,26,15,11,8,5,12,2,2,9,13,26,13,18,24,16,6,5,3,5,6,10,14,19,36,29,27,15,10,7
부산,수영구,사망[명],3,2,3,3,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
부산,수영구,부상[명],97,111,131,153,194,5,4,3,3,6,11,19,12,17,11,4,2,2,1,2,6,11,15,15,22,17,10,6,4,1,3,5,7,10,18,19,28,15,12,8,5,13,2,2,10,13,28,14,19,26,15,6,5,3,6,7,12,15,21,41,30,27,15,10,7
부산,수영구,(중상자[명]),38,42,48,59,69,0,1,3,2,3,5,8,2,7,5,1,1,0,1,0,2,4,2,8,7,9,5,3,1,0,0,4,3,4,8,6,12,3,3,3,2,4,1,1,4,9,11,7,8,9,4,0,1,0,3,1,6,5,9,14,8,12,6,5,0
부산,사상구,사고[건],148,154,107,128,137,5,3,4,8,17,19,15,27,19,20,8,3,2,0,14,14,15,28,17,17,22,12,6,7,1,0,5,7,10,23,14,14,12,13,7,1,3,1,9,14,20,15,16,9,15,16,6,4,2,0,5,10,20,17,18,13,25,18,6,3
부산,사상구,사망[명],6,7,6,6,6,0,0,1,0,1,1,0,0,0,1,1,1,0,0,2,0,0,0,2,1,2,0,0,0,0,0,1,0,0,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,2,1,0,1,1,0,1,0,0,0
부산,사상구,부상[명],146,152,104,134,146,5,3,3,8,17,18,15,30,19,19,7,2,2,0,13,14,15,31,16,16,20,12,6,7,1,0,4,7,10,24,13,13,12,13,6,1,3,1,10,14,21,16,17,9,15,20,4,4,2,0,3,10,22,16,20,16,26,21,7,3
부산,사상구,(중상자[명]),59,59,44,58,72,0,0,3,4,7,7,7,8,7,13,2,1,1,0,2,5,7,8,6,9,8,8,2,3,0,0,2,2,3,11,3,8,5,5,5,0,1,1,7,11,9,6,4,5,8,5,0,1,0,0,2,6,12,6,9,8,13,15,1,0
부산,기장군,사고[건],103,73,85,111,135,2,1,1,7,16,13,18,17,16,5,5,2,0,1,1,2,16,7,12,11,8,10,1,4,3,1,3,7,7,11,10,13,13,9,6,2,0,0,3,5,14,21,16,24,14,9,4,1,0,0,4,9,21,16,18,20,19,17,7,4
부산,기장군,사망[명],4,1,4,2,4,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
부산,기장군,부상[명],114,83,93,127,153,2,1,1,8,18,12,20,21,19,4,6,2,0,1,1,2,16,10,17,12,9,11,1,3,3,1,3,6,9,13,11,15,14,9,7,2,0,0,2,7,17,27,17,26,16,9,5,1,0,0,4,6,24,16,23,26,26,16,7,5
부산,기장군,(중상자[명]),34,26,22,41,59,0,0,1,3,4,3,8,4,4,3,3,1,0,0,1,1,6,3,4,5,2,3,1,0,1,0,1,3,0,1,5,4,2,3,2,0,0,0,2,4,3,10,4,10,4,4,0,0,0,0,2,4,8,4,9,9,11,7,3,2
대구,합계,사고[건],2006,2069,2034,2146,2261,36,29,72,126,238,287,262,284,282,227,107,56,39,12,53,143,228,325,276,304,287,248,107,47,38,24,48,107,241,315,272,264,303,235,120,67,33,32,70,140,261,302,280,298,291,266,105,68,40,22,68,163,265,315,303,316,318,260,134,57
대구,합계,사망[명],54,37,28,40,48,1,0,10,4,7,7,3,3,3,9,5,2,0,0,3,4,4,5,6,7,3,1,4,0,2,1,7,2,2,2,0,1,1,2,6,2,1,1,4,6,6,5,2,4,1,5,2,3,1,0,4,5,9,5,6,3,5,5,2,3
