시도,시군구,기준년도,2020,2021,2022,2023,2024,2020,,,,,,,,,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,
시도,시군구,기준년도,합계,합계,합계,합계,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
강원,강릉시,부상[명],177,148,161,198,186,1,0,4,11,25,26,31,27,18,21,8,5,0,1,2,6,10,24,26,34,25,9,11,0,1,0,4,5,19,26,35,27,21,8,12,3,0,0,1,11,24,29,33,40,18,29,10,3,0,2,4,11,23,28,20,64,15,11,4,4
강원,강릉시,(중상자[명]),65,69,54,73,77,0,0,2,6,9,8,8,7,12,11,2,0,0,0,1,4,4,17,10,10,14,5,4,0,0,0,2,2,7,11,13,10,5,3,1,0,0,0,1,3,11,8,11,14,4,14,5,2,0,0,2,2,7,16,7,27,6,4,4,2
강원,속초시,사고[건],73,61,75,86,69,1,1,2,3,10,15,9,12,7,7,1,5,0,0,1,3,2,15,7,10,10,6,4,3,0,1,1,0,5,12,20,12,10,11,2,1,0,0,0,6,10,12,20,14,10,9,4,1,1,0,2,2,6,13,11,10,10,10,2,2
강원,속초시,사망[명],0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
강원,속초시,부상[명],86,67,85,103,81,1,1,2,5,10,16,13,18,7,7,1,5,0,0,1,2,2,18,7,11,11,7,4,4,0,0,1,0,6,13,20,14,14,14,2,1,0,0,0,6,12,14,26,17,12,11,4,1,1,0,2,2,6,17,12,12,14,11,2,2
강원,속초시,(중상자[명]),40,37,39,58,42,0,0,2,2,6,8,2,5,6,6,1,2,0,0,1,1,1,9,6,8,4,2,2,3,0,0,1,0,3,4,12,5,5,8,1,0,0,0,0,4,6,8,10,13,8,6,2,1,0,0,1,2,6,9,1,1,12,8,1,1
강원,태백시,사고[건],50,51,68,49,77,0,0,0,4,6,6,12,9,7,2,3,1,0,0,0,3,7,11,7,6,7,6,4,0,0,1,0,7,7,8,14,8,11,6,3,3,0,0,2,3,6,5,9,9,8,5,1,1,1,2,2,4,9,10,18,16,5,4,5,1
강원,태백시,사망[명],1,4,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
강원,태백시,부상[명],56,53,87,52,93,0,0,0,5,6,7,13,11,8,2,3,1,0,0,0,3,7,14,8,5,6,6,4,0,0,1,0,9,7,9,20,10,15,9,2,5,0,0,2,3,6,6,10,9,9,5,1,1,1,2,1,4,18,12,22,17,6,4,5,1
강원,태백시,(중상자[명]),17,14,11,18,18,0,0,0,1,1,4,6,2,2,1,0,0,0,0,0,1,2,2,3,2,2,1,1,0,0,0,0,1,2,2,4,1,0,1,0,0,0,0,1,0,1,2,6,4,1,2,1,0,0,0,1,0,1,2,4,6,2,2,0,0
강원,삼척시,사고[건],95,63,67,58,67,0,1,5,4,11,13,24,14,14,7,2,0,0,0,2,5,12,7,12,9,11,3,2,0,0,1,3,3,4,7,14,10,12,10,3,0,0,1,0,5,12,10,5,10,8,6,1,0,0,0,2,5,6,8,10,13,10,9,4,0
강원,삼척시,사망[명],1,3,5,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0
강원,삼척시,부상[명],107,69,79,56,85,0,1,9,6,11,12,28,15,16,7,2,0,0,0,1,4,14,8,14,10,13,4,1,0,0,1,3,4,5,9,18,15,11,10,3,0,0,1,0,5,11,9,6,10,8,5,1,0,0,0,3,5,16,10,13,15,10,10,3,0
강원,삼척시,(중상자[명]),42,19,33,21,26,0,0,4,1,5,5,11,10,3,2,1,0,0,0,1,2,4,2,5,1,2,2,0,0,0,0,1,2,2,5,6,6,3,7,1,0,0,0,0,2,5,4,2,3,3,2,0,0,0,0,2,2,3,2,3,6,2,4,2,0
강원,홍천군,사고[건],92,103,80,78,68,0,0,0,2,5,15,17,16,18,16,1,2,0,0,1,6,10,24,17,15,15,7,5,3,0,1,1,6,7,9,7,20,17,7,2,3,0,1,0,7,7,18,10,9,17,5,2,2,0,0,1,2,13,4,16,14,8,8,2,0
강원,홍천군,사망[명],3,8,3,6,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,1,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0
강원,홍천군,부상[명],110,125,96,96,84,0,0,0,2,5,18,22,23,19,17,2,2,0,0,1,7,13,30,23,20,17,6,5,3,0,2,1,10,7,12,10,22,18,8,3,3,0,1,0,7,7,25,12,11,23,6,2,2,0,0,0,1,16,5,20,20,11,9,2,0
강원,홍천군,(중상자[명]),43,43,21,35,30,0,0,0,0,1,8,7,12,4,10,0,1,0,0,0,4,6,10,8,5,7,1,1,1,0,0,1,0,2,2,3,4,7,2,0,0,0,1,0,2,2,12,6,3,7,1,0,1,0,0,0,1,2,1,6,9,5,5,1,0
강원,횡성군,사고[건],69,60,45,55,53,0,0,0,3,10,15,7,12,11,6,4,1,0,0,0,2,5,9,10,12,10,10,2,0,1,0,0,2,7,10,6,9,7,1,2,0,0,0,0,3,9,9,12,5,8,8,1,0,0,0,0,5,6,11,7,11,8,3,2,0
강원,횡성군,사망[명],1,4,3,10,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,1,2,2,1,0,0,0,0,0,1,0,1,2,1,1,0,0
강원,횡성군,부상[명],83,66,57,58,64,0,0,0,4,10,20,8,13,15,7,5,1,0,0,0,2,5,11,11,13,10,13,1,0,1,0,0,2,9,15,7,10,10,1,2,0,0,0,0,3,11,9,14,7,7,7,0,0,0,0,0,7,7,14,7,14,9,4,2,0
강원,횡성군,(중상자[명]),38,35,21,29,24,0,0,0,1,5,7,6,4,9,1,4,1,0,0,0,2,4,7,6,3,7,5,1,0,0,0,0,2,3,6,1,5,3,1,0,0,0,0,0,2,4,1,7,7,3,5,0,0,0,0,0,2,1,5,5,6,4,1,0,0
강원,영월군,사고[건],44,42,47,57,69,0,0,1,3,6,6,10,4,5,4,3,2,1,0,0,2,6,9,8,7,3,6,0,0,0,1,2,1,3,6,15,11,6,2,0,0,0,0,0,1,9,10,12,16,4,4,1,0,1,0,1,4,10,14,10,8,13,2,4,2
강원,영월군,사망[명],2,1,5,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
강원,영월군,부상[명],49,58,59,70,79,0,0,1,3,8,6,11,4,4,7,3,2,1,0,0,3,9,11,17,8,3,6,0,0,0,1,2,1,5,5,20,11,11,3,0,0,0,0,0,0,12,12,15,23,4,3,1,0,1,0,1,4,12,19,11,7,15,2,5,2
강원,영월군,(중상자[명]),18,30,33,26,32,0,0,0,3,4,3,4,1,1,2,0,0,0,0,0,3,7,2,9,5,3,1,0,0,0,1,1,1,1,2,14,6,6,1,0,0,0,0,0,0,9,2,5,8,0,1,1,0,0,0,1,2,3,4,4,4,5,2,5,2
강원,평창군,사고[건],46,62,51,47,70,0,1,1,1,2,8,10,6,10,7,0,0,0,0,1,4,6,11,10,16,10,3,0,1,0,0,1,3,3,9,8,11,10,5,1,0,0,0,0,4,5,9,5,13,6,3,1,1,0,0,1,2,10,8,11,10,16,12,0,0
강원,평창군,사망[명],2,0,6,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
강원,평창군,부상[명],59,81,68,68,93,0,1,5,1,2,9,13,6,12,10,0,0,0,0,2,6,6,18,11,20,13,3,0,2,0,0,1,4,4,14,9,11,11,13,1,0,0,0,0,4,6,16,5,22,10,3,1,1,0,0,1,3,10,11,14,16,19,19,0,0
강원,평창군,(중상자[명]),25,29,29,30,26,0,0,4,1,0,5,5,3,2,5,0,0,0,0,0,2,2,5,4,9,3,3,0,1,0,0,1,0,3,11,1,6,3,4,0,0,0,0,0,3,1,6,1,10,7,2,0,0,0,0,0,1,2,2,3,5,11,2,0,0
강원,정선군,사고[건],27,42,48,34,59,0,0,0,1,2,7,7,4,4,2,0,0,0,0,0,1,11,3,3,12,5,5,2,0,1,0,0,2,4,8,8,10,6,4,3,2,1,2,0,1,3,3,15,2,4,2,0,1,1,0,0,3,9,10,8,13,7,6,0,2
강원,정선군,사망[명],1,4,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
강원,정선군,부상[명],32,41,59,42,78,0,0,0,1,2,7,11,4,5,2,0,0,0,0,0,1,10,3,5,11,5,4,2,0,1,0,0,2,4,9,11,16,6,4,4,2,1,4,0,1,5,3,19,1,5,2,0,1,1,0,0,3,13,17,11,17,7,7,0,2
강원,정선군,(중상자[명]),17,12,22,14,18,0,0,0,1,1,3,5,1,5,1,0,0,0,0,0,0,3,3,1,4,0,0,1,0,0,0,0,1,4,0,6,4,2,3,2,0,0,3,0,0,3,0,7,0,1,0,0,0,0,0,0,0,8,3,3,1,1,2,0,0
강원,철원군,사고[건],34,33,30,38,30,0,0,1,2,5,7,5,6,5,2,1,0,0,0,0,1,2,5,10,8,2,5,0,0,0,0,2,1,2,9,4,3,4,3,1,1,0,1,1,1,9,6,5,5,8,2,0,0,0,0,0,2,5,6,5,3,2,5,1,1
강원,철원군,사망[명],1,3,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0
강원,철원군,부상[명],37,38,39,44,36,0,0,1,3,4,7,6,8,5,2,1,0,0,0,0,1,2,6,9,9,5,6,0,0,0,0,3,1,2,10,8,3,5,5,1,1,0,1,1,1,10,8,7,5,9,2,0,0,0,0,0,2,8,6,10,3,2,3,1,1
강원,철원군,(중상자[명]),17,8,16,14,14,0,0,0,3,0,3,3,4,3,0,1,0,0,0,0,0,0,1,4,1,1,1,0,0,0,0,1,0,1,5,4,0,2,2,0,1,0,0,1,1,2,1,4,3,2,0,0,0,0,0,0,1,3,3,2,0,2,2,1,0
강원,화천군,사고[건],26,20,24,25,34,0,0,0,1,1,4,7,6,4,2,1,0,0,0,0,1,4,4,1,3,3,4,0,0,0,0,1,0,4,3,4,5,4,3,0,0,0,0,0,0,5,3,6,6,4,0,1,0,0,0,1,2,8,5,4,6,6,1,0,1
강원,화천군,사망[명],3,1,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
강원,화천군,부상[명],27,20,24,26,44,0,0,0,1,1,4,9,6,2,3,1,0,0,0,0,2,4,4,0,3,3,4,0,0,0,0,1,0,4,3,4,6,3,3,0,0,0,0,0,0,5,4,6,6,4,0,1,0,0,0,1,7,8,6,5,9,6,1,0,1
강원,화천군,(중상자[명]),9,7,6,5,20,0,0,0,0,0,2,3,2,0,1,1,0,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,5,4,1,1,6,2,1,0,0
강원,양구군,사고[건],28,23,23,35,18,0,0,1,0,3,2,7,6,5,4,0,0,0,0,2,1,6,5,3,0,1,4,1,0,0,0,0,2,4,1,4,6,2,3,1,0,0,0,0,0,6,10,3,4,5,5,2,0,0,0,0,0,1,6,3,3,3,2,0,0
강원,양구군,사망[명],2,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
강원,양구군,부상[명],27,27,31,43,18,0,0,1,0,3,2,7,6,5,3,0,0,0,0,4,1,5,9,3,0,1,4,0,0,0,0,0,1,6,2,4,8,5,4,1,0,0,0,0,0,7,16,3,4,5,6,2,0,0,0,0,0,1,7,3,2,3,2,0,0
강원,양구군,(중상자[명]),17,9,4,19,5,0,0,1,0,2,1,3,5,3,2,0,0,0,0,1,1,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,1,4,3,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0
강원,인제군,사고[건],17,20,18,32,17,0,0,0,1,2,2,3,6,2,1,0,0,1,1,0,1,3,2,3,5,4,0,0,0,0,0,0,1,1,1,5,5,4,1,0,0,0,1,0,4,1,4,8,6,2,5,1,0,0,0,0,1,2,2,4,4,4,0,0,0
강원,인제군,사망[명],0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
강원,인제군,부상[명],22,27,23,40,16,0,0,0,1,2,3,6,6,3,1,0,0,1,1,0,2,4,2,3,11,3,0,0,0,0,0,0,1,2,1,8,6,4,1,0,0,0,1,0,5,1,4,12,8,2,6,1,0,0,0,0,1,3,2,2,4,4,0,0,0
강원,인제군,(중상자[명]),17,15,5,19,6,0,0,0,0,2,3,5,4,2,1,0,0,0,0,0,2,2,0,1,8,2,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,4,0,2,6,1,2,3,0,0,0,0,0,0,1,0,1,1,3,0,0,0
강원,고성군,사고[건],28,36,30,26,28,0,0,1,0,5,5,3,7,4,1,2,0,0,1,1,4,3,6,7,9,1,3,1,0,0,0,0,2,2,4,7,6,6,2,0,1,1,0,1,1,6,4,4,4,3,2,0,0,0,0,0,3,4,7,5,5,2,0,2,0
강원,고성군,사망[명],1,2,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
강원,고성군,부상[명],30,46,32,32,37,0,0,1,0,6,5,3,7,5,1,2,0,0,0,0,4,3,10,8,16,1,3,1,0,0,0,0,2,2,4,7,9,5,2,0,1,1,0,1,1,5,6,7,6,3,2,0,0,0,0,0,4,4,9,9,6,3,0,2,0
강원,고성군,(중상자[명]),14,26,14,24,10,0,0,0,0,3,2,1,4,2,0,2,0,0,0,0,2,3,3,5,10,0,2,1,0,0,0,0,2,2,3,3,1,2,1,0,0,1,0,0,1,4,6,6,3,1,2,0,0,0,0,0,1,1,3,2,1,0,0,2,0
강원,양양군,사고[건],40,33,39,45,40,0,3,0,2,5,6,2,9,6,5,2,0,1,0,1,4,4,12,1,4,5,0,0,1,0,0,1,3,8,9,11,1,4,1,1,0,0,0,1,2,6,7,12,1,10,2,3,1,0,0,1,2,5,7,9,4,5,5,1,1
강원,양양군,사망[명],2,0,5,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
강원,양양군,부상[명],45,38,44,54,47,0,4,0,2,5,6,2,12,8,5,1,0,2,0,1,5,4,13,1,5,6,0,0,1,0,0,1,1,14,9,12,1,5,1,0,0,0,0,1,2,6,7,21,1,9,3,3,1,0,0,1,2,5,14,10,5,4,4,1,1
강원,양양군,(중상자[명]),16,21,15,16,16,0,0,0,1,3,2,1,5,2,2,0,0,2,0,1,1,3,9,1,2,1,0,0,1,0,0,1,1,2,4,5,1,0,1,0,0,0,0,1,1,1,0,6,1,3,1,1,1,0,0,0,2,3,2,3,2,2,2,0,0
충북,합계,사고[건],1647,1537,1490,1740,1773,26,9,33,110,218,268,246,264,206,159,74,34,14,8,33,123,199,251,242,232,233,128,49,25,18,9,29,96,195,219,212,223,218,179,60,32,13,12,36,114,224,257,269,283,236,180,76,40,13,10,42,106,233,283,262,265,252,183,92,32
충북,합계,사망[명],80,74,67,70,61,2,0,2,8,10,7,8,8,15,8,9,3,2,1,7,6,10,9,7,13,4,6,5,4,1,0,2,7,14,5,10,10,11,5,1,1,1,2,4,4,8,6,11,12,5,9,4,4,1,1,7,6,3,8,8,9,9,3,5,1
충북,합계,부상[명],1794,1702,1666,1945,2026,25,9,34,113,246,312,267,299,224,161,70,34,14,7,33,127,215,285,275,267,263,146,48,22,22,11,29,99,206,258,247,255,254,187,64,34,13,10,35,124,249,299,299,320,270,206,84,36,12,9,36,120,249,349,308,325,292,196,97,33
충북,합계,(중상자[명]),739,676,617,749,678,11,5,15,51,106,141,101,99,95,73,32,10,3,3,8,54,83,107,119,104,100,63,22,10,6,3,12,45,79,100,94,79,96,64,26,13,4,5,19,51,101,111,100,140,97,86,27,8,3,2,10,41,84,114,102,106,106,63,36,11
충북,청주시,사고[건],707,573,620,745,719,16,3,14,65,73,113,97,121,82,69,36,18,10,4,9,56,56,97,96,83,84,43,25,10,12,6,15,51,72,82,80,93,73,82,33,21,11,9,20,51,91,102,114,112,92,80,36,27,8,5,17,40,109,109,92,104,99,82,37,17
충북,청주시,사망[명],26,25,23,20,16,1,0,1,1,3,1,3,2,5,3,4,2,1,0,3,0,2,5,4,6,1,0,2,1,1,0,1,4,1,3,4,4,3,2,0,0,0,2,1,3,0,2,3,2,3,1,1,2,0,1,0,4,1,2,2,3,0,0,2,1
충북,청주시,부상[명],781,622,671,793,803,16,3,15,69,85,131,105,141,92,71,36,17,11,4,12,57,60,109,104,87,97,47,25,9,12,6,15,50,77,91,96,106,79,83,35,21,12,7,19,48,98,109,127,121,95,90,42,25,8,4,18,42,115,123,106,126,113,91,39,18
충북,청주시,(중상자[명]),315,211,239,295,246,7,2,5,33,34,52,43,45,39,35,15,5,2,2,2,26,25,35,34,31,24,14,10,6,4,3,6,22,27,41,32,28,26,26,14,10,4,4,9,13,31,45,43,57,36,35,12,6,2,0,3,15,37,46,28,33,40,23,16,3
충북,충주시,사고[건],229,267,220,266,278,1,3,4,13,29,36,41,37,24,24,13,4,0,2,7,24,34,39,41,38,47,24,5,6,2,0,5,11,31,45,30,36,27,23,4,6,0,1,3,18,26,42,50,44,41,27,10,4,5,2,5,11,31,46,41,49,45,25,16,2
충북,충주시,사망[명],9,10,13,7,7,0,0,0,1,0,2,1,2,2,1,0,0,0,0,3,0,1,1,1,1,0,3,0,0,0,0,1,2,2,1,1,1,3,1,1,0,0,0,0,0,0,1,2,1,0,2,1,0,1,0,1,0,0,2,2,1,0,0,0,0
충북,충주시,부상[명],248,288,243,310,328,1,3,4,14,32,38,45,44,25,24,13,5,0,2,5,26,34,41,47,47,52,23,5,6,2,0,4,9,37,51,37,38,31,25,3,6,0,1,3,18,35,49,59,52,48,27,14,4,4,2,4,17,32,57,50,60,56,26,18,2
충북,충주시,(중상자[명]),93,116,83,106,94,1,1,2,8,11,14,17,13,9,7,9,1,0,1,1,9,13,17,21,14,25,10,3,2,1,0,2,6,16,18,9,12,10,8,1,0,0,0,3,8,16,16,13,19,15,12,4,0,1,1,1,4,10,16,15,20,13,7,4,2
충북,제천시,사고[건],189,198,175,206,225,4,0,6,8,23,33,24,29,25,24,10,3,2,1,5,6,32,31,34,30,33,15,6,3,0,0,4,13,21,18,24,33,34,19,7,2,0,1,3,11,21,31,37,35,30,24,10,3,0,0,4,22,27,37,40,34,19,24,13,5
충북,제천시,사망[명],8,7,5,5,5,0,0,1,1,0,0,0,1,3,0,2,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
충북,제천시,부상[명],215,234,212,247,291,4,0,6,7,33,37,29,33,28,27,8,3,1,0,5,7,35,41,42,41,37,17,5,3,0,0,5,19,21,23,30,42,42,19,8,3,0,1,3,16,23,41,40,45,35,30,10,3,0,0,4,24,32,67,51,49,19,27,13,5
충북,제천시,(중상자[명]),92,87,73,76,72,1,0,4,3,15,17,12,9,15,11,4,1,1,0,1,1,11,14,19,15,15,6,3,1,0,0,1,7,8,7,13,12,14,6,5,0,0,1,2,10,7,5,12,15,5,12,6,1,0,0,2,8,7,8,14,11,6,8,6,2
충북,보은군,사고[건],54,59,53,57,63,1,1,0,1,17,6,6,10,5,4,2,1,0,0,0,3,10,14,4,6,10,8,1,3,1,0,0,3,6,10,7,10,9,5,2,0,0,0,1,1,9,10,6,14,7,8,1,0,0,1,1,2,7,8,12,10,14,4,3,1
충북,보은군,사망[명],3,4,1,4,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0
충북,보은군,부상[명],55,65,60,69,71,1,1,0,2,17,5,7,10,5,4,2,1,0,0,0,4,12,14,5,7,10,10,1,2,1,0,0,3,7,14,9,10,8,5,3,0,0,0,0,1,11,12,7,16,11,10,1,0,0,1,1,2,9,10,16,10,13,5,3,1
충북,보은군,(중상자[명]),26,21,17,39,43,1,0,0,1,8,4,1,5,2,3,0,1,0,0,0,1,2,4,0,5,4,4,1,0,0,0,0,1,1,2,4,2,4,2,1,0,0,0,0,1,4,10,3,11,3,7,0,0,0,1,1,2,6,6,9,5,6,3,3,1
충북,옥천군,사고[건],51,54,36,59,71,1,0,0,5,8,9,7,5,9,7,0,0,0,0,2,3,5,11,15,9,5,3,1,0,0,1,2,0,3,6,4,5,8,6,1,0,0,0,0,6,13,5,2,15,10,7,1,0,0,0,3,2,4,14,11,17,10,7,3,0
충북,옥천군,사망[명],3,3,2,6,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,3,1,0,0,1,1,0,0,1,0
충북,옥천군,부상[명],49,59,38,71,71,1,0,0,4,8,10,7,5,8,6,0,0,0,0,2,5,5,12,17,9,5,3,1,0,0,1,2,0,2,7,4,7,7,7,1,0,0,0,0,9,17,5,2,18,12,7,1,0,0,0,0,1,5,16,11,19,10,7,2,0
충북,옥천군,(중상자[명]),19,40,18,38,29,0,0,0,2,4,6,0,1,4,2,0,0,0,0,2,3,2,7,12,7,4,2,1,0,0,0,2,0,1,3,2,3,4,3,0,0,0,0,0,3,11,3,0,12,4,5,0,0,0,0,0,0,2,5,4,9,5,2,2,0
충북,영동군,사고[건],62,54,47,57,66,0,1,2,4,11,11,9,10,9,4,1,0,0,0,3,5,9,9,5,9,7,3,3,1,0,0,0,4,7,8,8,7,7,5,1,0,1,0,0,4,11,9,11,8,8,2,2,1,0,0,2,5,8,10,14,8,10,7,1,1
충북,영동군,사망[명],7,5,4,4,4,0,0,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
충북,영동군,부상[명],63,60,49,56,70,0,1,2,3,12,13,8,11,9,4,0,0,0,0,3,5,11,16,5,6,8,3,3,0,0,0,0,3,8,8,8,6,10,5,1,0,0,0,0,4,12,9,10,7,9,2,2,1,0,0,1,5,7,13,14,12,10,6,1,1
충북,영동군,(중상자[명]),32,38,33,39,41,0,1,2,0,5,9,5,4,5,1,0,0,0,0,1,4,6,8,5,5,4,3,2,0,0,0,0,2,5,5,6,2,9,4,0,0,0,0,0,4,9,4,7,7,6,2,0,0,0,0,1,1,2,7,7,9,8,4,1,1
충북,진천군,사고[건],87,81,55,94,97,1,0,3,2,11,12,13,11,20,8,4,2,0,0,1,7,11,14,11,14,16,2,4,1,2,0,1,3,6,5,8,6,13,10,1,0,0,1,2,7,13,16,14,14,14,7,6,0,0,1,3,6,12,17,17,5,11,15,8,2
충북,진천군,사망[명],7,8,2,5,2,1,0,0,0,2,0,0,1,1,1,1,0,0,0,0,2,1,1,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
충북,진천군,부상[명],91,81,70,100,104,0,0,3,2,11,12,15,11,25,7,3,2,0,0,1,5,10,14,10,18,17,2,3,1,6,0,1,3,5,6,9,6,22,11,1,0,0,1,2,8,12,20,14,13,17,8,5,0,0,1,2,6,13,19,18,4,13,15,11,2
충북,진천군,(중상자[명]),26,39,25,38,39,0,0,0,0,5,6,2,5,5,2,1,0,0,0,1,2,4,10,5,7,9,1,0,0,1,0,0,2,1,2,8,1,6,4,0,0,0,0,2,2,3,5,6,6,8,5,1,0,0,0,0,4,6,8,6,3,4,6,2,0
충북,괴산군,사고[건],70,57,76,57,52,1,0,2,5,13,23,7,8,4,5,1,1,0,0,1,3,6,13,5,13,4,11,1,0,0,0,0,2,13,16,14,7,12,7,3,2,0,0,1,1,10,13,11,9,6,4,1,1,0,1,1,2,8,9,9,7,9,3,1,2
충북,괴산군,사망[명],5,1,6,5,3,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
충북,괴산군,부상[명],82,76,94,65,59,1,0,2,3,14,36,8,8,4,4,1,1,0,0,1,3,10,13,11,17,7,13,1,0,0,0,0,2,15,23,17,10,13,8,3,3,0,0,1,1,10,18,13,9,7,5,1,0,0,1,1,2,7,11,10,8,14,3,0,2
충북,괴산군,(중상자[명]),34,33,35,32,28,1,0,1,1,7,14,3,2,2,2,1,0,0,0,0,1,6,4,6,8,3,5,0,0,0,0,0,0,5,6,7,8,4,2,0,3,0,0,1,1,7,11,6,2,2,1,1,0,0,0,1,1,2,4,4,3,9,3,0,1
